number,value,state,net_pnl,max_drawdown,sharpe_like,min_spread_pct,base_spread_pct,max_spread_pct,base_order_size_pct_of_balance,min_order_value_usd,max_order_size_pct,max_inventory_ratio,skew_intensity,volatility_window_sec,volatility_multiplier,min_profit_spread_after_fees_pct,max_daily_loss_pct,order_stale_threshold_pct,max_outstanding_orders
83,,3,,,,0.0004866102966768612,0.0007189758935583589,0.0026948644588460583,0.002873254807079451,27.141605780721836,0.4005434021515967,0.3951252816626245,0.19008188510649468,78,4.810319075007047,0.0002496434443421741,0.02786100436170602,0.0005938366434224263,2
84,0.0,1,0.0,0.0,0.0,0.000841435376961394,0.0009449846952438864,0.002620742600079527,0.0029021016072844426,36.10614149868458,0.24122387412892207,0.7803969985518754,0.10659136583494595,109,4.995435031631986,0.0005413145237396646,0.040216317629264184,0.0009934685706504398,2
85,,3,,,,0.00028763192828991786,0.0007891328850518722,0.0024321282336129965,0.002373310029908467,18.046644146919192,0.4862660745632955,0.4898770280745081,0.30820899683294656,56,2.8529259476504825,0.0008019549181725798,0.012193871515101231,0.000787619200432331,1
86,,3,,,,0.00012462799137684147,0.001833102832771207,0.00393923109268258,0.007688552906834382,16.76135890484318,0.10386479483723857,0.4940395582139315,0.1832716887022534,174,4.677352439174478,0.0004917437510103145,0.03587489749681204,0.0003684363064873261,5
87,,3,,,,0.00021187566217338816,0.0022635069035864142,0.0043424774193282605,0.008917669700757724,29.143480011940614,0.17304870345291898,0.3567698506367578,0.18031321016218577,170,4.02113922215012,0.0009081385023908291,0.020430998338995233,0.00046012356791635836,3
88,0.0,1,0.0,0.0,0.0,0.0007230723706261483,0.0012013469149520172,0.0028196207294557928,0.0014294573189702357,24.51084761810805,0.4301057638189347,0.6953174603883405,0.16919892878780857,35,4.2062748201008,0.00041163746376618644,0.0222774659461101,0.0008741807119954564,3
89,,3,,,,0.0001889732131186066,0.002615579489826071,0.009320436047427577,0.00363375208073898,31.015325662791554,0.07610103038120039,0.5976897688831352,0.16017527001214296,160,4.427267515188094,0.00042210767675536536,0.052063833842175104,0.0007526491849068174,5
90,0.0,1,0.0,0.0,0.0,0.0004878695449575021,0.00071927502417701,0.002626253738551193,0.0016080166836293492,16.715270078866496,0.36866645591500175,0.4751174236713285,0.16309809884054527,76,4.467691785592235,0.0006390028894851336,0.03645470406628871,0.0004018437739912837,2
91,0.0,1,0.0,0.0,0.0,0.0003333645674507468,0.004079794189141515,0.010536840600047892,0.004695526329014002,39.4155997586121,0.2096036609668943,0.40298440668529856,0.17922455079705138,100,4.864340467301079,0.00033012121145840857,0.09753099031750752,0.0004100485909896295,4
92,0.0,1,0.0,0.0,0.0,0.0002051117296074746,0.004072890116004062,0.010792982706319433,0.007573829777593322,36.65029201730208,0.19165843549198142,0.16087263944004174,0.2331838255454422,165,2.7133234171513108,0.0002491648943812605,0.06251352708684761,0.00043880587241360805,2
93,0.0,1,0.0,0.0,0.0,0.00010182429440977551,0.0030822803929654494,0.009780273356832313,0.006991612171107998,46.211434536667525,0.11245715932579248,0.22351359471622445,0.3075729551231576,112,2.7209806038319453,0.00034859066814169927,0.08339650693574918,0.00024186508816112533,2
94,0.0,1,0.0,0.0,0.0,0.00015817703963076778,0.0048966857489470385,0.011016335455741622,0.005401829042092565,37.52059420589171,0.13419637125942213,0.3799480576652037,0.22288144578313787,117,4.359611951029195,0.0009736218448886323,0.07423549074401513,0.00015618099398997143,3
95,0.0,1,0.0,0.0,0.0,0.0002787574986015595,0.0027845254084477283,0.009501132405082097,0.006637377829027905,34.63844847795917,0.13621294358135405,0.2786053431049818,0.1550477998399041,55,4.787984646656804,0.0004963227869320803,0.07505634013893073,0.0004113365144369378,3
96,,3,,,,0.0003594203150364003,0.0019521263150394227,0.004028749614427915,0.0026188700251769666,11.326557791360639,0.42452647611382127,0.6834807641758219,0.3448901178616359,49,3.750598907647033,0.00031188655680582865,0.022221912412560642,0.0008420565311297623,1
97,,3,,,,0.0003784202779921909,0.0008452169490366946,0.0022974595024374215,0.002339274335936977,9.624674737411754,0.0849384982067553,0.7293946762567676,0.20899345943526387,120,1.1089834044007527,0.0004576250706685683,0.020707461179889516,0.0008496424911996476,1
98,,3,,,,0.00032584386956081325,0.0009027402806625571,0.0022655765443326424,0.004697161868621164,7.025648498354847,0.09179907808984192,0.8126835125413931,0.301086612166425,124,1.2902284871638796,0.0005331307355801823,0.025724420672060815,0.0005914980936131725,3
99,,3,,,,0.0001435912262775251,0.0006679924879144605,0.0020357105171810203,0.002932250238176476,5.394956200567722,0.06469565922136655,0.7965222673642445,0.24892525986090583,91,1.0895404844582268,0.0006625468644810449,0.026650158440571836,0.0009189050892697334,2
100,,3,,,,0.00022303369037868158,0.0007432953244077841,0.002087681878786602,0.00275107948404617,9.892599896757797,0.061237508977336395,0.8536654508550201,0.33327658842136876,157,1.8385031844801194,0.000659058354029651,0.02707683535139911,0.0007830541877712151,3
101,,3,,,,0.00021226671376442912,0.0005627883994492129,0.001903731950456733,0.003707413305708259,13.080031814787677,0.06646140967281831,0.8036873264759654,0.18770181583140993,92,1.5543082667131256,0.0008419050967170834,0.03429432577016653,0.0007386457311653583,1
102,,3,,,,0.0002736968758418405,0.0010253872990360234,0.0023861184184645425,0.0048573222257050535,5.718997347270273,0.06848896576841831,0.8977683027486366,0.15465792208246873,69,1.7292628637232668,0.00046892691268195246,0.03645641169626543,0.0005968964725651271,2
103,,3,,,,0.0002760389515533982,0.0011544840210417195,0.0025115205555004266,0.0029532034495978778,10.19745552874708,0.06854817978008096,0.7258443354892246,0.141217684232656,85,1.808209564625396,0.00034086805470633904,0.04355486942239782,0.0008414649298605573,1
